"","StateLabel","childBearingYear","byear","Married","Age","Sex","ChildrenNum","Educ","LiveParents","Employment","WomenSameRightMen","MenJobs","FinacialSatisfaction","HousewifeFulfilling","menBeterLeader","UniversityBoy","preSchoolMother","womenJobIndependen","womenEarnMore","menBetterExec","State","StateCode","townSize","sexratio","rural_male","rural_female","urban_male","urban_female","sexRatioRural","sexRatioUrban","childSexRatio2011","childSexRatio2001"
"84","AP",2000,1980,1,32,1,3,5,1,1,10,1,5,2,4,2,4,1,2,2,"Andhra Pradesh",28,2,1.04083742636791,531833,510562,263474,253541,1.04166193332054,1.03917709561767,1.06044538706257,1.04058272632674
"85","AP",1999,1979,1,33,2,3,4,1,3,10,2,10,2,3,2,4,3,3,2,"Andhra Pradesh",28,2,1.05297913466556,591236,558680,268393,257698,1.05827307224171,1.04150206831252,1.06044538706257,1.04058272632674
"86","AP",1993,1973,2,38,2,2,1,0,5,10,2,5,1,1,1,4,3,3,1,"Andhra Pradesh",28,2,1.04869336115707,659517,610683,301342,305561,1.07996620177735,0.986192609658955,1.06044538706257,1.04058272632674
"87","AP",2000,1980,1,32,1,2,-3,1,1,10,1,5,1,4,4,2,1,1,1,"Andhra Pradesh",28,2,1.04083742636791,531833,510562,263474,253541,1.04166193332054,1.03917709561767,1.06044538706257,1.04058272632674
"88","AP",2008,1988,6,24,1,0,8,1,1,10,3,10,1,1,2,3,1,1,3,"Andhra Pradesh",28,2,1.05073451367316,456542,436517,219592,206970,1.04587450202398,1.06098468377059,1.06044538706257,1.04058272632674
"89","AP",1994,1974,1,38,1,2,6,1,3,10,1,7,2,3,4,2,1,3,2,"Andhra Pradesh",28,2,1.13993773344485,510581,432256,270412,252863,1.18120049230086,1.06940121725994,1.06044538706257,1.04058272632674
"90","AP",1992,1972,1,40,2,4,-3,1,5,5,1,5,1,1,1,2,2,2,1,"Andhra Pradesh",28,2,1.02092447987551,507071,477102,261825,276035,1.06281466017749,0.948521020885033,1.06044538706257,1.04058272632674
"91","AP",2010,1990,1,22,1,2,2,0,1,5,1,7,2,4,4,4,1,2,2,"Andhra Pradesh",28,4,1.06636903346816,427167,401198,223236,208725,1.06472863773,1.0695220984549,1.06044538706257,1.04058272632674
"92","AP",2012,1992,6,20,1,-2,7,1,6,5,1,4,1,3,1,1,1,-1,3,"Andhra Pradesh",28,2,NA,NA,NA,NA,NA,NA,NA,1.06044538706257,1.04058272632674
"93","AP",1952,1932,1,81,1,2,4,0,4,5,1,7,4,4,4,4,1,3,4,"Andhra Pradesh",28,2,0.898254208730372,118269,144735,72054,67146,0.817141672712198,1.07309445089804,1.06044538706257,1.04058272632674
"94","AP",2005,1985,1,28,1,2,8,0,1,8,2,8,1,1,1,4,1,1,4,"Andhra Pradesh",28,2,1.0756149261034,498314,463439,235947,219204,1.0752526222437,1.07638090545793,1.06044538706257,1.04058272632674
"95","AP",1952,1932,1,84,1,3,2,0,4,5,-1,4,-1,-1,-1,-1,-1,1,-1,"Andhra Pradesh",28,2,0.898254208730372,118269,144735,72054,67146,0.817141672712198,1.07309445089804,1.06044538706257,1.04058272632674
"96","AP",2009,1989,1,23,2,0,6,0,5,8,2,8,1,3,1,1,1,-1,3,"Andhra Pradesh",28,2,1.05354365194541,404921,385252,201268,190129,1.05105489393955,1.05858653861326,1.06044538706257,1.04058272632674
